row_num,date,kot,season,round_type,round,home_team,home_team_city,away_team,away_team_city,referee,attendance,home_score,away_score,home_won,away_won,draw,home_pos_b4_game,away_pos_b4_game,underdog,home_position,away_position,kot_15_16,kot_16_17,kot_17_18,kot_18_19,kot_19_20,kot_20_21,kot_21_22,kot_22_23,derby,while_world_cup,while_champion_league,while_european_games,home_promoted,home_league_pts,home_is_relegated,home_is_champion,away_promoted,away_league_pts,away_is_relegated,away_is_champion,game_stadium,capacity,att_ratio,ln(attendance),ln(capacity),built_in,stadium_age,stadium_age_squared,home_team_stadium,away_team_stadium,distance_in_km,home_key,away_key
35,06/10/2012,18:40,2012,Regular Season,6,Maccabi Haifa,Haifa,Hapoel Ramat Gan,Ramat Gan,Roi Reinshreiber,10000,2,0,1,0,0,12,10,Maccabi Haifa,12,11,0,0,0,1,0,0,0,0,0,0,0,0,0,5,,,1,5,,,Kiryat Eliezer,14000,0.714285714,9.210340372,9.546812609,1955,57,3249,Kiryat Eliezer,Ramat Gan,81.92573419,2012 - Regular Season - 6 - Maccabi Haifa,2012 - Regular Season - 6 - Hapoel Ramat Gan
36,06/10/2012,19:00,2012,Regular Season,6,Maccabi Netanya,Netanya,Hapoel Acre,Acre,Asaf Kenan,1500,1,3,0,1,0,8,4,Maccabi Netanya,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,7,,,0,11,,,Sar-Tov,7500,0.2,7.313220387,8.9226583,1943,69,4761,Netanya,Giv'at Napoleon,71.13022032,2012 - Regular Season - 6 - Maccabi Netanya,2012 - Regular Season - 6 - Hapoel Acre
37,06/10/2012,19:00,2012,Regular Season,6,Ihud Bnei Sakhnin,Sakhnin,Bnei Yehuda Tel Aviv,Tel Aviv,Erez Papir,2000,2,2,0,0,1,14,5,Ihud Bnei Sakhnin,14,6,0,0,0,0,1,0,0,0,0,0,0,0,0,2,,,0,9,,,Doha,8500,0.235294118,7.60090246,9.047821442,2006,6,36,Doha,Bloomfield,104.0887237,2012 - Regular Season - 6 - Ihud Bnei Sakhnin,2012 - Regular Season - 6 - Bnei Yehuda Tel Aviv
38,06/10/2012,19:00,2012,Regular Season,6,Hapoel Ramat haSharon,Ramat HaSharon,Hapoel Haifa,Haifa,Halim Zatma,1000,2,0,1,0,0,6,13,Hapoel Haifa,5,13,0,0,0,0,1,0,0,0,0,0,0,0,0,11,,,0,2,,,Grundman,4700,0.212765957,6.907755279,8.455317788,1998,14,196,Grundman,Kiryat Eliezer,78.31477543,2012 - Regular Season - 6 - Hapoel Ramat haSharon,2012 - Regular Season - 6 - Hapoel Haifa
39,06/10/2012,21:00,2012,Regular Season,6,Maccabi Tel Aviv,Tel Aviv,FC Ashdod,Ashdod,Daniel Bar Natan,13000,2,1,1,0,0,2,1,Maccabi Tel Aviv,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15,,,0,15,,,Bloomfield,29400,0.442176871,9.472704636,10.28874995,1962,50,2500,Bloomfield,Yud-Alef,28.81191668,2012 - Regular Season - 6 - Maccabi Tel Aviv,2012 - Regular Season - 6 - FC Ashdod
40,29/10/2012,19:00,2012,Regular Season,6,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Beer Sheva,Be'er Sheva,Haim Jakov,1500,1,1,0,0,1,7,9,Hapoel Beer Sheva,7,8,0,0,0,0,1,0,0,0,0,0,0,0,0,8,,,0,7,,,Kiryat Shmona Municipal,5300,0.283018868,7.313220387,8.5754621,1989,23,529,Kiryat Shmona Municipal,Vasermil,229.1486581,2012 - Regular Season - 6 - Ironi Kiryat Shmona,2012 - Regular Season - 6 - Hapoel Beer Sheva
41,29/10/2012,20:50,2012,Regular Season,6,Beitar Jerusalem,Jerusalem,Hapoel Tel Aviv,Tel Aviv,Orel Grinfeld,18000,3,2,1,0,0,11,3,Beitar Jerusalem,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,,,0,12,,,Teddy,31733,0.567232849,9.798127037,10.36511243,1990,22,484,Teddy,Bloomfield,52.53896814,2012 - Regular Season - 6 - Beitar Jerusalem,2012 - Regular Season - 6 - Hapoel Tel Aviv
42,20/10/2012,19:00,2012,Regular Season,7,Hapoel Haifa,Haifa,Hapoel Beer Sheva,Be'er Sheva,Daniel Bar Natan,4000,0,0,0,0,1,13,8,Hapoel Haifa,14,7,0,0,0,0,1,0,0,0,0,0,0,0,0,3,,,0,8,,,Kiryat Eliezer,14000,0.285714286,8.29404964,9.546812609,1955,57,3249,Kiryat Eliezer,Vasermil,175.4538074,2012 - Regular Season - 7 - Hapoel Haifa,2012 - Regular Season - 7 - Hapoel Beer Sheva
43,20/10/2012,19:00,2012,Regular Season,7,FC Ashdod,Ashdod,Ironi Kiryat Shmona,Kiryat Shmona,Ziv Adler,3000,2,0,1,0,0,1,7,Ironi Kiryat Shmona,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,18,,,0,8,,,Yud-Alef,7800,0.384615385,8.006367568,8.961879013,1966,46,2116,Yud-Alef,Kiryat Shmona Municipal,177.815487,2012 - Regular Season - 7 - FC Ashdod,2012 - Regular Season - 7 - Ironi Kiryat Shmona
44,20/10/2012,19:00,2012,Regular Season,7,Hapoel Ramat haSharon,Ramat HaSharon,Ihud Bnei Sakhnin,Sakhnin,Guy Berger,300,1,3,0,1,0,5,14,Ihud Bnei Sakhnin,5,13,0,0,0,0,1,0,0,0,0,0,0,0,0,11,,,0,5,,,Grundman,4700,0.063829787,5.703782475,8.455317788,1998,14,196,Grundman,Doha,92.20459344,2012 - Regular Season - 7 - Hapoel Ramat haSharon,2012 - Regular Season - 7 - Ihud Bnei Sakhnin
45,20/10/2012,19:00,2012,Regular Season,7,Hapoel Ramat Gan,Ramat Gan,Maccabi Netanya,Netanya,Sahar Arbeli,1100,1,1,0,0,1,11,9,Hapoel Ramat Gan,11,10,0,0,0,0,1,0,0,0,0,0,0,0,1,6,,,0,8,,,Ramat Gan,41583,0.026453118,7.003065459,10.63544671,1950,62,3844,Ramat Gan,Netanya,21.83145929,2012 - Regular Season - 7 - Hapoel Ramat Gan,2012 - Regular Season - 7 - Maccabi Netanya
46,20/10/2012,21:05,2012,Regular Season,7,Hapoel Acre,Acre,Maccabi Tel Aviv,Tel Aviv,Orel Grinfeld,5000,0,2,0,1,0,4,2,Hapoel Acre,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,11,,,0,18,,,Giv'at Napoleon,5000,1,8.517193191,8.517193191,2011,1,1,Giv'at Napoleon,Bloomfield,99.72365342,2012 - Regular Season - 7 - Hapoel Acre,2012 - Regular Season - 7 - Maccabi Tel Aviv
47,21/10/2012,21:00,2012,Regular Season,7,Bnei Yehuda Tel Aviv,Tel Aviv,Beitar Jerusalem,Jerusalem,Roi Reinshreiber,4200,1,2,0,1,0,6,10,Beitar Jerusalem,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,9,,,0,8,,,Bloomfield,29400,0.142857143,8.342839804,10.28874995,1962,50,2500,Bloomfield,Teddy,52.53896814,2012 - Regular Season - 7 - Bnei Yehuda Tel Aviv,2012 - Regular Season - 7 - Beitar Jerusalem
48,22/10/2012,21:50,2012,Regular Season,7,Hapoel Tel Aviv,Tel Aviv,Maccabi Haifa,Haifa,Eli Hacmon,14000,3,0,1,0,0,3,12,Maccabi Haifa,3,12,0,0,0,0,0,0,1,0,0,0,0,0,0,15,,,0,5,,,Bloomfield,29400,0.476190476,9.546812609,10.28874995,1962,50,2500,Bloomfield,Kiryat Eliezer,88.45445851,2012 - Regular Season - 7 - Hapoel Tel Aviv,2012 - Regular Season - 7 - Maccabi Haifa
