,date,club,value,squad_s
6492,15/04/2020,Maccabi Tel Aviv,14600000,25
6493,15/04/2020,Hapoel Beer Sheva,10930000,24
6494,15/04/2020,Maccabi Netanya,7080000,22
6495,15/04/2020,FC Ashdod,5950000,24
6496,15/04/2020,Beitar Jerusalem,9630000,23
6497,15/04/2020,Hapoel Haifa,6430000,26
6498,15/04/2020,Hapoel Tel Aviv,6630000,26
6499,15/04/2020,Ironi Kiryat Shmona,6430000,25
6500,15/04/2020,Hapoel Jerusalem,3450000,24
6501,15/04/2020,Maccabi Bnei Reineh,25000,5
6502,15/04/2020,Hapoel Hadera,4680000,23
6503,15/04/2020,Ihud Bnei Sakhnin,3350000,23
6504,15/04/2020,Sekzia Ness Ziona,5180000,23
6505,15/04/2020,Maccabi Petah Tikva,5600000,26
6506,15/04/2020,Bnei Yehuda Tel Aviv,6100000,25
6507,15/04/2020,Hapoel Nof HaGalil,2380000,25
6508,15/04/2020,Hapoel Umm al-Fahm,2400000,23
6509,15/04/2020,Hapoel Ramat Gan,2600000,23
6510,15/04/2020,Hapoel Rishon leZion,4050000,26
6511,15/04/2020,Hapoel Petah Tikva,3030000,25
6512,15/04/2020,Ironi Tiberias,475000,10
6513,15/04/2020,SC Kfar Qasem,3030000,23
6514,15/04/2020,Hapoel Kfar Saba,4700000,24
6515,15/04/2020,Hapoel Acre,2230000,20
6516,15/04/2020,Hapoel Ramat haSharon,2230000,26
6517,15/04/2020,Agudat Sport Ashdod,750000,24
6518,15/04/2020,Hapoel Afula,2280000,23
6519,15/04/2020,Hapoel Raanana,7080000,24
6520,30/04/2020,Hapoel Raanana,7080000,24
6521,01/05/2020,Maccabi Haifa,12950000,24
6522,01/05/2020,Maccabi Tel Aviv,14600000,25
6523,01/05/2020,Hapoel Beer Sheva,10130000,23
6524,01/05/2020,Maccabi Netanya,7080000,22
6525,01/05/2020,FC Ashdod,5950000,24
6526,01/05/2020,Beitar Jerusalem,9630000,23
6527,01/05/2020,Hapoel Haifa,6430000,26
6528,01/05/2020,Hapoel Tel Aviv,6230000,25
6529,01/05/2020,Ironi Kiryat Shmona,6430000,25
6530,01/05/2020,Hapoel Jerusalem,3450000,24
6531,01/05/2020,Maccabi Bnei Reineh,25000,5
6532,01/05/2020,Hapoel Hadera,4680000,23
6533,01/05/2020,Ihud Bnei Sakhnin,3350000,23
6534,01/05/2020,Sekzia Ness Ziona,5180000,23
6535,01/05/2020,Maccabi Petah Tikva,5600000,26
6536,01/05/2020,Bnei Yehuda Tel Aviv,6100000,25
6537,01/05/2020,Hapoel Nof HaGalil,2380000,25
6538,01/05/2020,Hapoel Umm al-Fahm,2400000,23
6539,01/05/2020,Hapoel Ramat Gan,2600000,23
6540,01/05/2020,Hapoel Rishon leZion,4050000,26
6541,01/05/2020,Hapoel Petah Tikva,3030000,25
6542,01/05/2020,Ironi Tiberias,475000,10
6543,01/05/2020,SC Kfar Qasem,3030000,23
6544,01/05/2020,Hapoel Kfar Saba,4700000,24
6545,01/05/2020,Hapoel Acre,2230000,20
6546,01/05/2020,Hapoel Ramat haSharon,2230000,26
6547,01/05/2020,Agudat Sport Ashdod,750000,24
6548,01/05/2020,Hapoel Afula,2280000,23
6549,01/05/2020,Hapoel Raanana,7080000,24
6550,15/05/2020,Maccabi Haifa,12950000,24
6551,15/05/2020,Maccabi Tel Aviv,14600000,25
6552,15/05/2020,Hapoel Beer Sheva,10130000,23
6553,15/05/2020,Maccabi Netanya,7080000,22
6554,15/05/2020,FC Ashdod,5950000,24
6555,15/05/2020,Beitar Jerusalem,9630000,23
6556,15/05/2020,Hapoel Haifa,6430000,26
6557,15/05/2020,Hapoel Tel Aviv,6230000,25
6558,15/05/2020,Ironi Kiryat Shmona,6430000,25
6559,15/05/2020,Hapoel Jerusalem,3450000,24
6560,15/05/2020,Maccabi Bnei Reineh,25000,5
6561,15/05/2020,Hapoel Hadera,4680000,23
6562,15/05/2020,Ihud Bnei Sakhnin,3350000,23
6563,15/05/2020,Sekzia Ness Ziona,5180000,23
6564,15/05/2020,Maccabi Petah Tikva,5600000,26
6565,15/05/2020,Bnei Yehuda Tel Aviv,6000000,24
6566,15/05/2020,Hapoel Nof HaGalil,2380000,25
6567,15/05/2020,Hapoel Umm al-Fahm,2400000,23
6568,15/05/2020,Hapoel Ramat Gan,2600000,23
6569,15/05/2020,Hapoel Rishon leZion,4050000,26
6570,15/05/2020,Hapoel Petah Tikva,3030000,25
6571,15/05/2020,Ironi Tiberias,475000,10
6572,15/05/2020,SC Kfar Qasem,3030000,23
6573,15/05/2020,Hapoel Kfar Saba,4700000,24
6574,15/05/2020,Hapoel Acre,2230000,20
6575,15/05/2020,Hapoel Ramat haSharon,2230000,26
6576,15/05/2020,Agudat Sport Ashdod,750000,24
6577,15/05/2020,Hapoel Afula,2280000,23
6578,15/05/2020,Hapoel Raanana,7080000,24
6579,30/05/2020,Hapoel Raanana,7080000,24
6580,01/06/2020,Hapoel Raanana,7080000,24
6581,01/06/2020,Maccabi Haifa,12430000,26
6582,01/06/2020,Maccabi Tel Aviv,14600000,26
6583,01/06/2020,Hapoel Beer Sheva,10130000,23
6584,01/06/2020,Maccabi Netanya,7080000,26
6585,01/06/2020,FC Ashdod,5950000,25
6586,01/06/2020,Beitar Jerusalem,9630000,23
6587,01/06/2020,Hapoel Haifa,6430000,27
6588,01/06/2020,Hapoel Tel Aviv,6230000,27
6589,01/06/2020,Ironi Kiryat Shmona,6430000,25
6590,01/06/2020,Hapoel Jerusalem,3450000,24
6591,01/06/2020,Maccabi Bnei Reineh,25000,5
6592,01/06/2020,Hapoel Hadera,4680000,23
6593,01/06/2020,Ihud Bnei Sakhnin,3350000,23
6594,01/06/2020,Sekzia Ness Ziona,5180000,23
6595,01/06/2020,Maccabi Petah Tikva,5600000,26
6596,01/06/2020,Bnei Yehuda Tel Aviv,6000000,24
6597,01/06/2020,Hapoel Nof HaGalil,2380000,25
6598,01/06/2020,Hapoel Umm al-Fahm,2400000,23
6599,01/06/2020,Hapoel Ramat Gan,2600000,23
6600,01/06/2020,Hapoel Rishon leZion,4050000,26
6601,01/06/2020,Hapoel Petah Tikva,3030000,25
6602,01/06/2020,Ironi Tiberias,475000,10
6603,01/06/2020,SC Kfar Qasem,3030000,23
6604,01/06/2020,Hapoel Kfar Saba,4700000,24
6605,01/06/2020,Hapoel Acre,2230000,20
6606,01/06/2020,Hapoel Ramat haSharon,2230000,26
6607,01/06/2020,Agudat Sport Ashdod,750000,24
6608,01/06/2020,Hapoel Afula,2280000,23
6609,15/06/2020,Hapoel Raanana,7080000,24
6610,15/06/2020,Maccabi Haifa,12430000,26
6611,15/06/2020,Maccabi Tel Aviv,14600000,26
6612,15/06/2020,Hapoel Beer Sheva,10130000,24
6613,15/06/2020,Maccabi Netanya,7080000,26
6614,15/06/2020,FC Ashdod,5950000,26
6615,15/06/2020,Beitar Jerusalem,9630000,25
6616,15/06/2020,Hapoel Haifa,6100000,26
6617,15/06/2020,Hapoel Tel Aviv,5680000,27
6618,15/06/2020,Ironi Kiryat Shmona,6430000,25
6619,15/06/2020,Hapoel Jerusalem,3450000,24
6620,15/06/2020,Maccabi Bnei Reineh,25000,5
6621,15/06/2020,Hapoel Hadera,4430000,22
6622,15/06/2020,Ihud Bnei Sakhnin,3350000,23
6623,15/06/2020,Sekzia Ness Ziona,5180000,23
6624,15/06/2020,Maccabi Petah Tikva,5600000,26
6625,15/06/2020,Bnei Yehuda Tel Aviv,6000000,26
6626,15/06/2020,Hapoel Nof HaGalil,2380000,25
6627,15/06/2020,Hapoel Umm al-Fahm,2400000,23
6628,15/06/2020,Hapoel Ramat Gan,2600000,23
6629,15/06/2020,Hapoel Rishon leZion,4050000,26
6630,15/06/2020,Hapoel Petah Tikva,3030000,25
6631,15/06/2020,Ironi Tiberias,475000,10
6632,15/06/2020,SC Kfar Qasem,3030000,23
6633,15/06/2020,Hapoel Kfar Saba,4700000,24
6634,15/06/2020,Hapoel Acre,2230000,20
6635,15/06/2020,Hapoel Ramat haSharon,2230000,26
6636,15/06/2020,Agudat Sport Ashdod,750000,24
6637,15/06/2020,Hapoel Afula,2280000,23
6638,30/06/2020,Hapoel Raanana,7080000,24
6639,01/07/2020,Hapoel Raanana,7080000,24
6640,01/07/2020,Maccabi Haifa,12430000,27
6641,01/07/2020,Maccabi Tel Aviv,14600000,25
6642,01/07/2020,Hapoel Beer Sheva,9830000,26
6643,01/07/2020,Maccabi Netanya,7080000,27
6644,01/07/2020,FC Ashdod,5950000,27
6645,01/07/2020,Beitar Jerusalem,9630000,26
6646,01/07/2020,Hapoel Haifa,6100000,27
6647,01/07/2020,Hapoel Tel Aviv,5430000,27
6648,01/07/2020,Ironi Kiryat Shmona,5950000,25
6649,01/07/2020,Hapoel Jerusalem,3430000,24
6650,01/07/2020,Maccabi Bnei Reineh,25000,5
6651,01/07/2020,Hapoel Hadera,4700000,23
6652,01/07/2020,Ihud Bnei Sakhnin,3050000,22
6653,01/07/2020,Sekzia Ness Ziona,5180000,23
6654,01/07/2020,Maccabi Petah Tikva,5600000,28
6655,01/07/2020,Bnei Yehuda Tel Aviv,6080000,30
6656,01/07/2020,Hapoel Nof HaGalil,2380000,25
6657,01/07/2020,Hapoel Umm al-Fahm,2400000,23
6658,01/07/2020,Hapoel Ramat Gan,2600000,26
6659,01/07/2020,Hapoel Rishon leZion,3700000,25
6660,01/07/2020,Hapoel Petah Tikva,3030000,25
6661,01/07/2020,Ironi Tiberias,475000,11
6662,01/07/2020,SC Kfar Qasem,3030000,23
6663,01/07/2020,Hapoel Kfar Saba,4700000,24
6664,01/07/2020,Hapoel Acre,2230000,21
6665,01/07/2020,Hapoel Ramat haSharon,2000000,24
6666,01/07/2020,Agudat Sport Ashdod,750000,24
6667,01/07/2020,Hapoel Afula,2280000,23
6668,15/07/2020,Hapoel Raanana,7080000,24
6669,15/07/2020,Maccabi Haifa,13000000,25
6670,15/07/2020,Maccabi Tel Aviv,18250000,25
6671,15/07/2020,Hapoel Beer Sheva,9500000,24
6672,15/07/2020,Maccabi Netanya,7550000,27
6673,15/07/2020,FC Ashdod,7300000,26
6674,15/07/2020,Beitar Jerusalem,10600000,25
6675,15/07/2020,Hapoel Haifa,6130000,27
6676,15/07/2020,Hapoel Tel Aviv,6800000,27
6677,15/07/2020,Ironi Kiryat Shmona,6480000,24
6678,15/07/2020,Hapoel Jerusalem,3380000,23
6679,15/07/2020,Maccabi Bnei Reineh,25000,5
6680,15/07/2020,Hapoel Hadera,4900000,22
6681,15/07/2020,Ihud Bnei Sakhnin,3780000,23
6682,15/07/2020,Sekzia Ness Ziona,5230000,23
6683,15/07/2020,Maccabi Petah Tikva,6280000,28
6684,15/07/2020,Bnei Yehuda Tel Aviv,7680000,28
6685,15/07/2020,Hapoel Nof HaGalil,2430000,25
6686,15/07/2020,Hapoel Umm al-Fahm,2550000,22
6687,15/07/2020,Hapoel Ramat Gan,3150000,26
6688,15/07/2020,Hapoel Rishon leZion,4000000,25
6689,15/07/2020,Hapoel Petah Tikva,3230000,25
6690,15/07/2020,Ironi Tiberias,475000,11
6691,15/07/2020,SC Kfar Qasem,3100000,23
6692,15/07/2020,Hapoel Kfar Saba,5280000,24
6693,15/07/2020,Hapoel Acre,2700000,20
6694,15/07/2020,Hapoel Ramat haSharon,2530000,24
6695,15/07/2020,Agudat Sport Ashdod,750000,24
6696,15/07/2020,Hapoel Afula,2180000,23
6697,30/07/2020,Hapoel Raanana,7080000,24
6698,01/08/2020,Maccabi Haifa,15850000,40
6699,01/08/2020,Maccabi Tel Aviv,20930000,40
6700,01/08/2020,Hapoel Beer Sheva,10850000,37
6701,01/08/2020,Maccabi Netanya,9230000,42
6702,01/08/2020,FC Ashdod,8100000,35
6703,01/08/2020,Beitar Jerusalem,11650000,37
6704,01/08/2020,Hapoel Haifa,5450000,27
6705,01/08/2020,Hapoel Tel Aviv,8330000,38
6706,01/08/2020,Ironi Kiryat Shmona,5330000,24
6707,01/08/2020,Hapoel Jerusalem,3030000,22
6708,01/08/2020,Maccabi Bnei Reineh,0,4
6709,01/08/2020,Hapoel Hadera,3530000,21
6710,01/08/2020,Ihud Bnei Sakhnin,3980000,25
6711,01/08/2020,Sekzia Ness Ziona,3230000,16
6712,01/08/2020,Maccabi Petah Tikva,5600000,31
6713,01/08/2020,Bnei Yehuda Tel Aviv,7150000,32
6714,01/08/2020,Hapoel Nof HaGalil,1880000,24
6715,01/08/2020,Hapoel Umm al-Fahm,2200000,19
6716,01/08/2020,Hapoel Ramat Gan,2750000,30
6717,01/08/2020,Hapoel Rishon leZion,2780000,22
6718,01/08/2020,Hapoel Petah Tikva,2830000,28
6719,01/08/2020,Ironi Tiberias,425000,11
6720,01/08/2020,SC Kfar Qasem,2650000,23
6721,01/08/2020,Hapoel Kfar Saba,5500000,31
6722,01/08/2020,Hapoel Acre,2100000,19
6723,01/08/2020,Hapoel Ramat haSharon,2130000,23
6724,01/08/2020,Agudat Sport Ashdod,500000,16
6725,01/08/2020,Hapoel Afula,1880000,23
6726,15/08/2020,Maccabi Haifa,14630000,37
6727,15/08/2020,Maccabi Tel Aviv,20080000,33
6728,15/08/2020,Hapoel Beer Sheva,9150000,35
6729,15/08/2020,Maccabi Netanya,6500000,32
6730,15/08/2020,FC Ashdod,8330000,35
6731,15/08/2020,Beitar Jerusalem,12330000,37
6732,15/08/2020,Hapoel Haifa,5850000,26
6733,15/08/2020,Hapoel Tel Aviv,7900000,36
6734,15/08/2020,Ironi Kiryat Shmona,5150000,22
6735,15/08/2020,Hapoel Jerusalem,2950000,24
6736,15/08/2020,Maccabi Bnei Reineh,0,4
6737,15/08/2020,Hapoel Hadera,6430000,32
6738,15/08/2020,Ihud Bnei Sakhnin,4280000,27
6739,15/08/2020,Sekzia Ness Ziona,1580000,13
6740,15/08/2020,Maccabi Petah Tikva,6030000,34
6741,15/08/2020,Bnei Yehuda Tel Aviv,7330000,34
6742,15/08/2020,Hapoel Nof HaGalil,2100000,24
6743,15/08/2020,Hapoel Umm al-Fahm,2930000,24
6744,15/08/2020,Hapoel Ramat Gan,3900000,37
6745,15/08/2020,Hapoel Rishon leZion,1400000,14
6746,15/08/2020,Hapoel Petah Tikva,3480000,33
6747,15/08/2020,Ironi Tiberias,425000,11
6748,15/08/2020,SC Kfar Qasem,2480000,21
6749,15/08/2020,Hapoel Kfar Saba,4850000,28
6750,15/08/2020,Hapoel Acre,1550000,16
6751,15/08/2020,Hapoel Ramat haSharon,1980000,23
6752,15/08/2020,Agudat Sport Ashdod,500000,16
6753,15/08/2020,Hapoel Afula,1930000,23
6754,01/09/2020,Maccabi Haifa,13030000,30
6755,01/09/2020,Maccabi Tel Aviv,17780000,30
6756,01/09/2020,Hapoel Beer Sheva,9650000,33
6757,01/09/2020,Maccabi Netanya,6030000,31
6758,01/09/2020,FC Ashdod,7900000,33
6759,01/09/2020,Beitar Jerusalem,11600000,34
6760,01/09/2020,Hapoel Haifa,6230000,27
6761,01/09/2020,Hapoel Tel Aviv,8200000,33
6762,01/09/2020,Ironi Kiryat Shmona,4950000,22
6763,01/09/2020,Hapoel Jerusalem,2680000,24
6764,01/09/2020,Maccabi Bnei Reineh,0,4
6765,01/09/2020,Hapoel Hadera,5580000,27
6766,01/09/2020,Ihud Bnei Sakhnin,4500000,28
6767,01/09/2020,Sekzia Ness Ziona,1180000,13
6768,01/09/2020,Maccabi Petah Tikva,6350000,29
6769,01/09/2020,Bnei Yehuda Tel Aviv,7080000,31
6770,01/09/2020,Hapoel Nof HaGalil,2300000,27
6771,01/09/2020,Hapoel Umm al-Fahm,2530000,21
6772,01/09/2020,Hapoel Ramat Gan,3100000,35
6773,01/09/2020,Hapoel Rishon leZion,1350000,17
6774,01/09/2020,Hapoel Petah Tikva,2380000,24
6775,01/09/2020,Ironi Tiberias,425000,11
6776,01/09/2020,SC Kfar Qasem,2550000,21
6777,01/09/2020,Hapoel Kfar Saba,5850000,30
6778,01/09/2020,Hapoel Acre,1250000,21
6779,01/09/2020,Hapoel Ramat haSharon,2580000,30
6780,01/09/2020,Agudat Sport Ashdod,525000,15
6781,01/09/2020,Hapoel Afula,2530000,30
6782,15/09/2020,Maccabi Haifa,14380000,30
6783,15/09/2020,Maccabi Tel Aviv,17780000,30
6784,15/09/2020,Hapoel Beer Sheva,11800000,35
6785,15/09/2020,Maccabi Netanya,6330000,32
6786,15/09/2020,FC Ashdod,7900000,33
6787,15/09/2020,Beitar Jerusalem,11580000,34
6788,15/09/2020,Hapoel Haifa,6230000,27
6789,15/09/2020,Hapoel Tel Aviv,8400000,32
6790,15/09/2020,Ironi Kiryat Shmona,4800000,21
6791,15/09/2020,Hapoel Jerusalem,2530000,24
6792,15/09/2020,Maccabi Bnei Reineh,0,5
6793,15/09/2020,Hapoel Hadera,5580000,27
6794,15/09/2020,Ihud Bnei Sakhnin,4400000,27
6795,15/09/2020,Sekzia Ness Ziona,1230000,19
6796,15/09/2020,Maccabi Petah Tikva,6480000,28
6797,15/09/2020,Bnei Yehuda Tel Aviv,7180000,31
6798,15/09/2020,Hapoel Nof HaGalil,2650000,30
6799,15/09/2020,Hapoel Umm al-Fahm,2530000,23
6800,15/09/2020,Hapoel Ramat Gan,3100000,33
6801,15/09/2020,Hapoel Rishon leZion,1330000,22
6802,15/09/2020,Hapoel Petah Tikva,2680000,28
6803,15/09/2020,Ironi Tiberias,425000,13
6804,15/09/2020,SC Kfar Qasem,2550000,22
6805,15/09/2020,Hapoel Kfar Saba,5700000,29
6806,15/09/2020,Hapoel Acre,1250000,24
6807,15/09/2020,Hapoel Ramat haSharon,2830000,32
6808,15/09/2020,Agudat Sport Ashdod,525000,14
6809,15/09/2020,Hapoel Afula,2680000,31
6810,01/10/2020,Maccabi Haifa,14980000,31
6811,01/10/2020,Maccabi Tel Aviv,17780000,30
6812,01/10/2020,Hapoel Beer Sheva,11800000,35
6813,01/10/2020,Maccabi Netanya,6350000,32
6814,01/10/2020,FC Ashdod,7550000,31
6815,01/10/2020,Beitar Jerusalem,10400000,30
6816,01/10/2020,Hapoel Haifa,6230000,27
6817,01/10/2020,Hapoel Tel Aviv,7780000,29
6818,01/10/2020,Ironi Kiryat Shmona,4800000,21
6819,01/10/2020,Hapoel Jerusalem,2530000,24
6820,01/10/2020,Maccabi Bnei Reineh,200000,7
6821,01/10/2020,Hapoel Hadera,5250000,26
6822,01/10/2020,Ihud Bnei Sakhnin,4400000,27
6823,01/10/2020,Sekzia Ness Ziona,1330000,20
6824,01/10/2020,Maccabi Petah Tikva,6480000,28
6825,01/10/2020,Bnei Yehuda Tel Aviv,6930000,29
6826,01/10/2020,Hapoel Nof HaGalil,2600000,29
6827,01/10/2020,Hapoel Umm al-Fahm,2830000,25
6828,01/10/2020,Hapoel Ramat Gan,3230000,33
6829,01/10/2020,Hapoel Rishon leZion,1330000,23
6830,01/10/2020,Hapoel Petah Tikva,3180000,29
6831,01/10/2020,Ironi Tiberias,425000,13
6832,01/10/2020,SC Kfar Qasem,2550000,22
6833,01/10/2020,Hapoel Kfar Saba,5700000,29
6834,01/10/2020,Hapoel Acre,1250000,26
6835,01/10/2020,Hapoel Ramat haSharon,2780000,29
6836,01/10/2020,Agudat Sport Ashdod,525000,14
6837,01/10/2020,Hapoel Afula,2650000,33
6838,15/10/2020,Maccabi Haifa,14480000,29
6839,15/10/2020,Maccabi Tel Aviv,19300000,31
6840,15/10/2020,Hapoel Beer Sheva,11350000,34
6841,15/10/2020,Maccabi Netanya,6200000,32
6842,15/10/2020,FC Ashdod,8200000,33
6843,15/10/2020,Beitar Jerusalem,9650000,28
6844,15/10/2020,Hapoel Haifa,6680000,28
6845,15/10/2020,Hapoel Tel Aviv,7780000,29
6846,15/10/2020,Ironi Kiryat Shmona,5000000,22
6847,15/10/2020,Hapoel Jerusalem,2530000,24
6848,15/10/2020,Maccabi Bnei Reineh,200000,9
6849,15/10/2020,Hapoel Hadera,5250000,26
6850,15/10/2020,Ihud Bnei Sakhnin,4800000,28
6851,15/10/2020,Sekzia Ness Ziona,1330000,20
6852,15/10/2020,Maccabi Petah Tikva,6480000,28
6853,15/10/2020,Bnei Yehuda Tel Aviv,6230000,28
6854,15/10/2020,Hapoel Nof HaGalil,2600000,29
6855,15/10/2020,Hapoel Umm al-Fahm,2830000,25
6856,15/10/2020,Hapoel Ramat Gan,3230000,33
6857,15/10/2020,Hapoel Rishon leZion,1330000,23
6858,15/10/2020,Hapoel Petah Tikva,2980000,28
6859,15/10/2020,Ironi Tiberias,425000,13
6860,15/10/2020,SC Kfar Qasem,2550000,22
6861,15/10/2020,Hapoel Kfar Saba,5700000,29
6862,15/10/2020,Hapoel Acre,1280000,27
6863,15/10/2020,Hapoel Ramat haSharon,2780000,29
6864,15/10/2020,Agudat Sport Ashdod,525000,14
6865,15/10/2020,Hapoel Afula,2650000,34
6866,01/11/2020,Maccabi Haifa,14280000,29
6867,01/11/2020,Maccabi Tel Aviv,19300000,31
6868,01/11/2020,Hapoel Beer Sheva,11300000,32
6869,01/11/2020,Maccabi Netanya,6200000,32
6870,01/11/2020,FC Ashdod,8200000,33
6871,01/11/2020,Beitar Jerusalem,10250000,28
6872,01/11/2020,Hapoel Haifa,6650000,27
6873,01/11/2020,Hapoel Tel Aviv,7380000,27
6874,01/11/2020,Ironi Kiryat Shmona,5000000,22
6875,01/11/2020,Hapoel Jerusalem,2780000,25
6876,01/11/2020,Maccabi Bnei Reineh,200000,9
6877,01/11/2020,Hapoel Hadera,5250000,26
6878,01/11/2020,Ihud Bnei Sakhnin,4900000,29
6879,01/11/2020,Sekzia Ness Ziona,1330000,20
6880,01/11/2020,Maccabi Petah Tikva,6480000,28
6881,01/11/2020,Bnei Yehuda Tel Aviv,6230000,28
6882,01/11/2020,Hapoel Nof HaGalil,2600000,29
6883,01/11/2020,Hapoel Umm al-Fahm,2950000,26
6884,01/11/2020,Hapoel Ramat Gan,3100000,32
6885,01/11/2020,Hapoel Rishon leZion,1330000,23
6886,01/11/2020,Hapoel Petah Tikva,2980000,28
6887,01/11/2020,Ironi Tiberias,425000,13
6888,01/11/2020,SC Kfar Qasem,2550000,22
6889,01/11/2020,Hapoel Kfar Saba,5700000,29
6890,01/11/2020,Hapoel Acre,1280000,27
6891,01/11/2020,Hapoel Ramat haSharon,2780000,29
6892,01/11/2020,Agudat Sport Ashdod,650000,15
6893,01/11/2020,Hapoel Afula,2650000,34
6894,15/11/2020,Maccabi Haifa,13700000,25
6895,15/11/2020,Maccabi Tel Aviv,18850000,28
6896,15/11/2020,Hapoel Beer Sheva,11480000,32
6897,15/11/2020,Maccabi Netanya,6200000,32
6898,15/11/2020,FC Ashdod,8100000,32
6899,15/11/2020,Beitar Jerusalem,10250000,29
6900,15/11/2020,Hapoel Haifa,7750000,29
6901,15/11/2020,Hapoel Tel Aviv,7250000,26
6902,15/11/2020,Ironi Kiryat Shmona,5000000,23
6903,15/11/2020,Hapoel Jerusalem,2730000,24
6904,15/11/2020,Maccabi Bnei Reineh,525000,14
6905,15/11/2020,Hapoel Hadera,5500000,26
6906,15/11/2020,Ihud Bnei Sakhnin,5500000,30
6907,15/11/2020,Sekzia Ness Ziona,1680000,23
6908,15/11/2020,Maccabi Petah Tikva,6780000,29
6909,15/11/2020,Bnei Yehuda Tel Aviv,6230000,27
6910,15/11/2020,Hapoel Nof HaGalil,2450000,27
6911,15/11/2020,Hapoel Umm al-Fahm,2600000,25
6912,15/11/2020,Hapoel Ramat Gan,3130000,31
6913,15/11/2020,Hapoel Rishon leZion,1480000,26
6914,15/11/2020,Hapoel Petah Tikva,3080000,29
6915,15/11/2020,Ironi Tiberias,275000,12
6916,15/11/2020,SC Kfar Qasem,2880000,24
6917,15/11/2020,Hapoel Kfar Saba,5700000,29
6918,15/11/2020,Hapoel Acre,1350000,29
6919,15/11/2020,Hapoel Ramat haSharon,2830000,28
6920,15/11/2020,Agudat Sport Ashdod,1130000,19
6921,15/11/2020,Hapoel Afula,2750000,36
6922,01/12/2020,Maccabi Haifa,13700000,26
6923,01/12/2020,Maccabi Tel Aviv,18850000,28
6924,01/12/2020,Hapoel Beer Sheva,11000000,31
6925,01/12/2020,Maccabi Netanya,6180000,29
6926,01/12/2020,FC Ashdod,7830000,28
6927,01/12/2020,Beitar Jerusalem,10250000,28
6928,01/12/2020,Hapoel Haifa,7700000,28
6929,01/12/2020,Hapoel Tel Aviv,7230000,25
6930,01/12/2020,Ironi Kiryat Shmona,5000000,24
6931,01/12/2020,Hapoel Jerusalem,2730000,24
6932,01/12/2020,Maccabi Bnei Reineh,800000,15
6933,01/12/2020,Hapoel Hadera,5600000,27
6934,01/12/2020,Ihud Bnei Sakhnin,6400000,31
6935,01/12/2020,Sekzia Ness Ziona,1700000,25
6936,01/12/2020,Maccabi Petah Tikva,6780000,28
6937,01/12/2020,Bnei Yehuda Tel Aviv,6180000,26
6938,01/12/2020,Hapoel Nof HaGalil,2500000,28
6939,01/12/2020,Hapoel Umm al-Fahm,2650000,27
6940,01/12/2020,Hapoel Ramat Gan,3080000,28
6941,01/12/2020,Hapoel Rishon leZion,1380000,24
6942,01/12/2020,Hapoel Petah Tikva,3030000,27
6943,01/12/2020,Ironi Tiberias,200000,14
6944,01/12/2020,SC Kfar Qasem,3200000,26
6945,01/12/2020,Hapoel Kfar Saba,5550000,27
6946,01/12/2020,Hapoel Acre,1180000,25
6947,01/12/2020,Hapoel Ramat haSharon,2680000,26
6948,01/12/2020,Agudat Sport Ashdod,1350000,23
6949,01/12/2020,Hapoel Afula,2530000,33
6950,15/12/2020,Maccabi Haifa,13700000,26
6951,15/12/2020,Maccabi Tel Aviv,18850000,28
6952,15/12/2020,Hapoel Beer Sheva,10950000,30
6953,15/12/2020,Maccabi Netanya,6180000,29
6954,15/12/2020,FC Ashdod,7830000,28
6955,15/12/2020,Beitar Jerusalem,10250000,28
6956,15/12/2020,Hapoel Haifa,7700000,28
6957,15/12/2020,Hapoel Tel Aviv,7530000,27
6958,15/12/2020,Ironi Kiryat Shmona,5000000,24
6959,15/12/2020,Hapoel Jerusalem,2730000,24
6960,15/12/2020,Maccabi Bnei Reineh,750000,15
6961,15/12/2020,Hapoel Hadera,5850000,26
6962,15/12/2020,Ihud Bnei Sakhnin,6400000,31
6963,15/12/2020,Sekzia Ness Ziona,1700000,25
6964,15/12/2020,Maccabi Petah Tikva,6580000,27
6965,15/12/2020,Bnei Yehuda Tel Aviv,6180000,26
6966,15/12/2020,Hapoel Nof HaGalil,2450000,26
6967,15/12/2020,Hapoel Umm al-Fahm,2850000,28
6968,15/12/2020,Hapoel Ramat Gan,3080000,26
6969,15/12/2020,Hapoel Rishon leZion,1680000,27
6970,15/12/2020,Hapoel Petah Tikva,2900000,26
6971,15/12/2020,Ironi Tiberias,200000,14
6972,15/12/2020,SC Kfar Qasem,3200000,27
6973,15/12/2020,Hapoel Kfar Saba,5550000,27
6974,15/12/2020,Hapoel Acre,1180000,24
6975,15/12/2020,Hapoel Ramat haSharon,2680000,26
6976,15/12/2020,Agudat Sport Ashdod,1330000,23
6977,15/12/2020,Hapoel Afula,2100000,27
6978,01/01/2021,Maccabi Haifa,12800000,26
6979,01/01/2021,Maccabi Tel Aviv,18600000,28
6980,01/01/2021,Hapoel Beer Sheva,11500000,29
6981,01/01/2021,Maccabi Netanya,7380000,27
6982,01/01/2021,FC Ashdod,8230000,27
6983,01/01/2021,Beitar Jerusalem,10000000,28
6984,01/01/2021,Hapoel Haifa,7200000,28
6985,01/01/2021,Hapoel Tel Aviv,6680000,27
6986,01/01/2021,Ironi Kiryat Shmona,5780000,24
6987,01/01/2021,Hapoel Jerusalem,2980000,23
6988,01/01/2021,Maccabi Bnei Reineh,675000,15
6989,01/01/2021,Hapoel Hadera,6080000,26
